CUSTOMER,Chain,Store Number,SalesBro,Phase,NeedsSSMSupport,AIM Parameters::SSM Level,Retail Type,Zone,Power Rank,PowerRank Points::Points,Deliv Type,Deliv Duration,Google Maps,Deliv Notes,LineClean_Required,Billing Type,Fintech Name,TABC Permit,Tax ID,RITS Name,Street,City,ZIP,Is Distributor,Is Distro,iControl Name,2019 Sales,2020 Sales,Artificially Annualized Full Year 2020 Sales,% Growth 2020 over 2019
Kroger - Arlington Ascension 000435,Kroger,435,W,1,No,,F,9,V3,1,G,22,"2475 Ascension Blvd.  Arlington , TX 76006",,No,Fintech,Kroger - 000435 Arlington Ascension, ,, ,2475 Ascension Blvd. ,Arlington,76006,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Lot,None, ,W,1,No,,N,8,V3,1,R,18," 7530 E GRAND AVENUE Dallas , TX 75214",,No,Fintech,Lot,MB827585,32048822350,The Lot, 7530 E GRAND AVENUE,Dallas,75214,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
504 Bar and Grill,None, ,W,1,No,,N,8,X,0,B,18,"2121 Greeville Ave Dallas , TX 75206",,No,COD,,MB904350,32055384781,504 Bar and Grill,2121 Greeville Ave,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bolsa Mercado,None, ,W,1,No,,B,7,V2,2,L,18,"614 W DAVIS ST Dallas , TX 75208",,No,COD,,BF789439,12607570301,Bolsa Market,614 W DAVIS ST,Dallas,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Dugg Burger - Dallas,Dugg Burger,,W,1,No,,N,8,CO3,0.25,R,18,"9540 Garland Rd Dallas , TX 75218",,No,COD,,BG890909,32053984210,Dugg Burger,9540 Garland Rd,Dallas,75218,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fox and Hound - Midway,Fox and Hound,,W,1,No,,N,10,CO3,0.25,R,18,"18918 Midway Dallas , TX 75287",,No,Fintech,Fox and Hound - Midway,N 260044,32053371756,Fox & Hound Midway,18918 Midway,Dallas,75287,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fuzzy's - Abram,Fuzzy's, ,W,1,No,,N,9,X,0,R,18,"510 E ABRAMS STREET
 Arlington , TX 76010", ,No,COD,,MB712160,32034535339,Fuzzy's - Abram,"510 E ABRAMS STREET
",Arlington,76010,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Fuzzy's - Mansfield,Fuzzy's, ,W,1,No,,N,9.5,X,0,R,18,"1601 E DEBBIE LANE SUITE 1101 Mansfield , TX 76063",,No,COD,,RM840382,32047210391,Fuzzy's - Mansfield,1601 E DEBBIE LANE SUITE 1101,Mansfield,76063,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Green Room,None, ,W,1,No,,N,7,V3,1,B,18,"2715 ELM STREET
 Dallas , TX 75226",,No,COD,,MB842993,14616514692,Green Room,"2715 ELM STREET
",Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ivy Tavern,None, ,W,1,No,,N,6,V2,2,L,18,"5334 LEMMON AVENUE Dallas , TX 75209",,No,COD,,MB870853,32010122706,Ivy Tavern,5334 LEMMON AVENUE,Dallas,75209,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Joyce and Gigi's,None, ,W,1,No,,N,6,X,0,B,18,"1623 Hall #103 Dallas , TX 75206",,No,COD,,MB819270,32045104760,Joyce and Gigi's Kitchen,1623 Hall #103,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Londoner - Frisco,Londoner, ,W,1,No,,N,14,X,0,L,18,"5454 MAIN ST STE 123 Frisco , TX 75034",,No,COD,,N 822584,32051543125,THE LONDONER PUB AND GRILL,5454 MAIN ST STE 123,Frisco,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mot Hai Ba,None, ,W,1,No,,N,8,X,0,R,18,"6047 LEWIS STREET
 Dallas , TX 75206",,No,COD,,BG492173,17529234746,Mot Hai Ba,"6047 LEWIS STREET
",Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Rudy's - Frisco,None, ,W,1,No,,N,14,X,0,R,18,"9828 Dallas Parkway Frisco , TX 75034", ,No,COD,,RM666867,32002026477,Rudy's Frisco,9828 Dallas Parkway,Frisco,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Serious Pizza,None, ,W,1,No,,N,7,X,0,R,18,"2807 Elm St Dallas , TX 75226",,No,COD,,BG772425,32042408990,Serious Pizza,2807 Elm St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Super Chix,None,,W,1,No,,N,10,X,0,R,18,"14999 Preston Rd Unit 226, Dallas, TX 75254",,No,COD,,BG923393,32052210948,Super Chix,14999 Preston Road Unit 226,Dallas,75254,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tillman's Roadhouse - Dallas,None, ,W,1,No,,N,7,V2,2,R,18,"324 W 7TH STREET DALLAS , TX 75208",,No,COD,,RM794186,17524396193,Tillman's Roadhouse - Dallas,324 W 7TH STREET,DALLAS,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Towers Tap House,None, ,W,1,No,,N,14,X,0,B,18,"290 E ELDORADO PARKWAY Little Elm , TX 75068",,No,COD,,RM843882,30118651899,Tower Tap House,290 E ELDORADO PARKWAY,Little Elm,75068,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Twisted Root - SMU,Twisted Root, ,W,1,No,,N,6,X,0,R,18,"5609 SMU BOULEVARD DALLAS , TX 75206",,No,COD,,RM747958,32034977234,Twisted Root - SMU,5609 SMU BOULEVARD,DALLAS,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Veritas,None, ,W,1,No,,N,6,X,0,B,18,"2323 N HENDERSON SUITE 103 Dallas , TX 75206",,No,COD,,BG689669,12616555558,Veritas,2323 N HENDERSON SUITE 103,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
R Bar and Grill,None, ,W,1,No,,N,9,CO2,0.5,AD,18,"2401 E Lamar Blvd Arlington , TX 76006",,No,Fintech,R Bar and Grill,MB564931,12054580530,R bar and Grill,2401 E Lamar Blvd,Arlington,76006,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Renaissance - Dallas,None, ,W,1,No,,N,7,X,0,R,18,"2222 STEMMONS FREEWAY Dallas , TX 75207",,No,Fintech,Renaissance - Dallas,MB468378,17525867887,Renaissance,2222 STEMMONS FREEWAY,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sherlock's - Addison,Sherlocks, ,W,1,No,,N,10,CO3,0.25,B,18,"5100 BELT LINE ROAD SUITE 776 Addison , TX 75240",,No,Fintech,Sherlock's - Addison,MB521436,10106436396,Sherlock's - Addison,5100 BELT LINE ROAD SUITE 776,Addison,75240,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Top Golf - Park lane,None, ,W,1,No,,N,8,V2,2,R,18," 8787 Park Ln, Dallas, TX 75231",,No,Fintech,Top Golf - Park Lane,MB682736,12608979907,Top Golf - Park Lane,8787 Park Ln,Dallas,75231,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Trinity Hall,None, ,W,1,No,,N,8,CO3,0.25,L,18,"5321 E MOCKINGBIRD LANE #250 DALLAS , TX 75206",,No,Fintech,Trinity Hall,MB495354,12237832600,Trinity Hall Irish Pub,5321 E MOCKINGBIRD LANE #250,DALLAS,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Cellar - Mansfield,None, ,W,1,No,,F,9.5,CO2,0.5,R,18,"131 North Main Mansfield , TX 76063",,No,COD,,BQ891094,32033048482,Cellar,131 North Main,Mansfield,76063,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Dallas Beer Kitchen,None, ,W,1,No,,N,8,V2,2,B,18,"1802 GREENVILLE AVE STE 110 Dallas , TX 75206",They will not be there early,No,COD,,BG842926,14617263653,Dallas Beer Kitchen,1802 GREENVILLE AVE STE 110,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Goat Ranch - Dallas,None,,W,1,No,,N,7,CO3,0.25,B,18,"723 Haskell Ave Dallas, TX 75223",Don't get there early,No,COD,,MB921919,32057237466,Goat Ranch - Dallas,723 Haskell Ave,Dallas,75223,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Henry's Majestic,None, ,W,1,No,,N,6,CO3,0.25,B,18,"4900 McKinney Ave. Dallas , TX 75205",,No,COD,,MB886815,32054772184,Henry's Majestic,4900 McKinney Ave.,Dallas,75205,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Noble Rey,None,,W,1,No,,N,6,CO2,0.5,L,18,"2636 FARRINGTON STREET Dallas , TX 75207",,No,COD,,BG910959,32047781581,Noble Rey,2636 FARRINGTON STREET,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
On Premise - Dallas,None,,W,1,No,,N,7,CO3,0.25,B,18,"2711 Elm St, Dallas, TX 75226",,No,COD,,MB911664,32055306487,On Premise - Dallas,2711 Elm Street,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Porch,None, ,W,1,No,,N,8,V3,1,R,18,"2912 N Henderson Dallas , TX 75206",,No,Fintech,Porch,MB652229,11419258253,Porch,2912 N Henderson,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Poured,None, ,W,1,No,,N,9.5,X,0,B,18,"1601 E DEBBIE LANE SUITE 1105
 Mansfield , TX 76063","Call Carroll at: 817-681-1080, 30 minutes before heading there.",No,COD,,NB855025,32051524679,Poured,"1601 E DEBBIE LANE SUITE 1105
",Mansfield,76063,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Rodeo Goat - Dallas,None, ,W,1,No,,N,6,V2,2,R,18,"1926 MARKET CENTER BOULEVARD Dallas , TX 75207",,No,COD,,MB894464,32053184506,Rodeo Goat - Dallas,1926 MARKET CENTER BOULEVARD,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Smart Mart,None,,W,1,No,,F,9,CO2,0.5,L,18," 652 W Randol Mill Rd, Arlington, TX 76011",,No,COD,,BQ932691,32057605277,Smart Mart,652 W Randol Mill Rd,Arlington,76011,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Spirits Depot,None, ,W,1,No,,F,7.5,CO2,0.5,L,18,"1551 s beckley Dallas , TX 75154", ,No,COD,,BF763392,32042126675,Spirits Depot,1551 S Beckley,Glenn Heights,75154,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tate's,None, ,W,1,No,,N,6,V2,2,B,18,"2723 McKinney Ave Dallas , TX 75204",,No,COD,,MB789919,32043606162,Tate's,2723 McKinney Ave,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Arlington 4142,Albertsons,4142,W,1,No,,F,9,X,0,G,30,"301 Southwest Plaza Shopping Ctr. Arlington, TX 76016",,No,COD,,f,0,f,301 Sw Plaza Shopping Ctr.,Arlington,76016,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Grand Prairie 4231,Albertsons,4231,W,1,Yes,Weekend Inv - As Needed,F,9,V3,1,G,30,"215 N Carrier Parkway Grand Prairie, TX 75050",,No,COD,,BQ568587,18201844349,Albertsons - Grand Prairie 4231,215 N Carrier Parkway,Grand Prairie,75050,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Grand Prairie 4278,Albertsons,4278,W,1,No,None,F,9,V3,1,G,30,"4126 S Carrier Pkwy Grand Prairie, TX 75052",,No,COD,,BQ568589,18201844349,Albertsons - Grand Prairie 4278,4126 S Carrier Pkwy,Grand Prairie,75052,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Stock and Barrel,None, ,W,1,No,,N,7,V3,1,B,18,"316 W Davis St, Dallas, TX 75208", ,No,Prepaid,,RM869265,32051681669,Stock and Barrel,316 W Davis St,Dallas,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 191,Kroger,191,W,1,No,,F,99,X,0,G,22,"313 East Pioneer Parkway
(303 & Corn Valley)
Grand Prairie, TX 75051",,No,Square,,f,0,f,f,f,0,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 413,Kroger,413,W,1,No,,F,99,X,0,G,22,"2580 E. Arkansas Ln./360  Arlington, TX 76014",,No,Square,,f,0,f,f,f,0,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 415,Kroger,415,W,1,No,,F,99,X,0,G,22,"1617 W. Henderson
Cleburne, TX 76033",,No,,,,,,,,,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 434,Kroger,434,W,1,No,,F,99,X,0,G,22,"514 S. Carrier Pkwy.
Grand Prairie, TX 75050",,No,Square,,d,0,d,d,d,0,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 538,Kroger,538,W,1,No,,F,9,CO3,0.25,G,22,"2350 S.E. Green Oaks Blvd
@ 360
S. Arlington, TX 76018",,No,Square,,x,0,x,x,x,0,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 688,Kroger,688,W,1,No,,F,99,X,0,G,22,"301 S. Bowen
Arlington, TX 76013",,No,Square,,x,0,x,x,x,0,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - Arlington Pleasant 000695,Kroger,695,W,1,No,,F,9,CO1,1,G,22,"5701 W Pleasant Ridge Rd, Arlington, TX 76016",,No,Fintech,Kroger - Arlington Pleasant 000695,BQ611385,13116785307,Kroger - Arlington Pleasant 000695,5701 W Pleasant Ridge Rd,Arlington,76016,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - 817,Kroger,817,W,1,No,,F,99,X,0,G,22,"2525 W. I-20
@ Great SW Pkwy
Grand Prairie, TX  75052",,No,Square,,x,0,x,x,x,0,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kroger - Arlington Fielder 000851,Kroger,851,W,1,No,,F,9,CO1,1,G,22,"2210 S Fielder Rd, Arlington, TX 76013",,No,Fintech,Kroger - Arlington Fielder 000851,BQ578692,13116785307,Kroger - Arlington Fielder 000851,2210 S Fielder Rd,Arlington,76013,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Expo Bar Dallas,None,,W,1,No,,N,7,CO3,0.25,B,18,"3611 Parry Ave, Dallas, TX 75226",,No,COD,Expo Bar Dallas,MB906971,17706246158,Expo Bar Dallas,3611 Parry Ave,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Dugg Burger - Plano,Dugg Burger,,W,1,No,,N,14,CO2,0.5,R,18,"4701 W Park Boulevard #110, Plano, TX 75093",,No,COD,,BG928250,32053984210,Dugg Burger,4701 W Park Boulevard #110,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Max's Wine Dive - Dallas,None,,W,1,No,,N,6,CO3,0.25,S,18,"3600 McKinney Ave #101, Dallas, TX 75204",,No,Fintech,Max's Wine Dive - Dallas,MB917035,32046798537,Max's Wine Dive - Dallas,3600 Mckinney Ave #101,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sixty Vines,None,,W,1,No,,N,14,CO3,0.25,R,18,"3701 Dallas Pkwy, Plano, TX 75093",,No,Fintech,Sixty Vines,BG950157,32057731161,Sixty Vines,3701 Dallas Parkway,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Pecan Lodge,None,,W,1,No,,N,6,CO3,0.25,G,18,"2702 Main St, Dallas, TX 75226","Delivery hours are anytime after 8am-3pm. The delivery guys can go through the smokehouse and use the ramp, and store the slims and the cases in the walk in cooler in the kitchen.",No,Fintech,Pecan Lodge,BG867900,32052526376,Pecan Lodge,2702 Main St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mudhen Meat and Greens,None,,W,1,No,,N,6,CO3,0.25,AD,18," 900 S Harwood St, Dallas, TX 75201",,No,COD,Mudhen Meat and Greens,MB930222,32053929736,Mudhen Meat and Greens,900 S Harwood St,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
MH Cafe - Addison,None,,W,1,No,,N,10,CO3,0.25,B,18,"3870 Ponte Ave #150, Addison, TX 75001",,No,COD,,RM883509,32054278794,MH Cafe,3870 Ponte Ave #150,Addison,75001,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Reno's Chop Shop Saloon,None,,W,1,No,,N,7,V3,1,B,18,"210 N Crowdus St, Dallas, TX 75226",,No,Fintech,Reno's Chop Shop Saloon,MB659571,32025983449,Reno's Chop Shop Saloon,210 N Crowds St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
On the Lamb,None,,W,1,No,,N,7,CO2,0.5,B,18," 2614 Elm St, Dallas, TX 75226",,No,COD,"On the Lamb
",MB935430,32050065500,"On the Lamb
",2614 Elm St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bowl & Barrel,None,,W,1,No,,N,6,CO2,0.5,S,20,"8084 Park Ln #145, Dallas, TX 75231",,No,Fintech,Bowl & Barrel,MB821427,32044145889,BOWL & BARREL,8084 Park Ln #145,Dallas,75231,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Resto Gastro Bistro,None,,W,1,No,,N,7,X,0,AD,18,"3011 Gulden Ln, Dallas, TX 75212",,No,COD,Resto Gastro Bistro,RM851426,32049990941,Resto Gastro BistroResto,3011 Gulden Ln Suite 104,"Dallas, TX",75212,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Casa Rubia,None,,W,1,No,,N,7,CO3,0.25,AD,18,"3011 Gulden Ln, Dallas, TX 75212",,No,COD,Casa Rubia,RM850704,32050091696,Casa Rubia,3011 Gulden Ln Suite 116,Dallas,75212,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
St. Rocco's,None,,W,1,No,,N,7,X,0,AD,18,"3011 Gulden Ln #100, Dallas, TX 75212",,No,COD,St. Rocco's,RM861768,32051506338,St. Rocco's,3011 Gulden Ln #100,Dallas,75212,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Amber Jax Fish Market Grille,None,,W,1,No,,N,7,CO3,0.25,AD,18,"3011 Gulden Ln Suite 107, Dallas, TX 75212",,No,COD,Amber Jax Fish Market Grille,RM859153,32051505165,Amber Jax Fish Market Grille,3011 Gulden Ln Suite 107,Dallas,75212,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ascension Coffee,None,,W,1,No,,N,6,CO3,0.25,AD,18,"1621 Oak Lawn Ave Ste A
Dallas, TX 75207",,No,COD,,RM827481,32046782556,Ascension Coffee,1621 OAK LAWN AVENUE SUITE A,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Stilletos,None,,W,1,No,,N,11,X,0,B,18,"3929 FM157, Euless, TX 76040",,No,COD,,MB614777,18610980122,Stilletos,3929 FM157,Euless,76040,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
bbbop Seoul Kitchen,None,,W,1,No,,N,7,CO2,0.5,AD,20,"828 W Davis St, Dallas, TX 75208",,No,Fintech,bbbop,RM915288,32052094052,bbbop Seoul Kitchen,828 W Davis St,Dallas,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Albertsons - Cedar Hill 4133,Albertsons,4133,W,1,No,None,F,7.5,V3,1,G,18,"427 E Fm 1382, Cedar Hill, TX 75104",,No,COD,,BQ829158,18201844349,Albertsons - Cedar Hill 4133,472 E FM 1382,Cedar Hill,75104,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Big Apple Cafe,None,,W,1,No,,N,9,CO3,0.25,R,18,"14200 Trinity Blvd #400, Fort Worth, TX 76155",,No,COD,,MB227864,32048877420,Big Apple Cafe,14200 Trinity Blvd #400,Fort Worth,76155,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Omni - Dallas,None,,W,1,No,,N,6,V1,4,AD,20,"555 S Lamar St, Dallas, TX 75202","Denise ordered for Brewers Ball. For deliveries, go around to the back of the hotel.   There is a loading dock.  On the dock you will see signs that say Food & Beverage Deliveries.",No,Fintech,Omni - Dallas,MB787005,19531314474,Omni - Dallas,555 S Lamar St,Dallas,75202,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Texadelphia - Arlington,None,,W,1,No,,N,9,CO3,0.25,R,20,"445 Spaniolo Drive, Arlington, Texas, 76010",,No,COD,,BG938943,32055840014,Texadelphia - Arlington,445 SPANIOLO DRIVE,Arlington,76010,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Nerdvana,None,,W,1,No,,N,14,CO1,1,B,20,"5757 Main St, Frisco, TX 75034",,No,Fintech,Nerdvana,RM961005,32060280305,Nerdvana,5757 Main St,Frisco,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Studio Movie Grill - South Arlington,None,,W,1,No,,N,9,CO3,0.25,AD,30,"225 Merchants Row, Arlington, TX 76018",,No,COD,,MB648633,11136827935,Studio Movie Grill - South Arlington,225 Merchants Row,Arlington,76018,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Tanstaafl,None,,W,1,No,,N,9,CO3,0.25,B,25,"409 N Bowen Rd, Arlington, TX 76012",,No,COD,,MB094114,32005920791,Tanstaafl,409 N Bowen,Arlington,76102,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Cosmo's,None,,W,1,No,,N,7,X,0,R,25,"1212 Skillman St, Dallas, TX 75206",,No,COD,,MB476812,17528759867,Cosmo's,1212 Skillman St,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Bowen House,None,,W,1,No,,N,6,CO3,0.25,B,25,"2614 Boll St, Dallas, TX 75204",10-3. Go through front. Cooler in back (unless tapping) ,No,COD,,MB862254,32051612185,Bowen House,2614 Boll St,Dallas,75204,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Pier 247,None,,W,1,No,,N,7,CO1,1,R,25,"247 W Davis St, Dallas, TX 75208",,No,COD,,RM853114,32050574659,Pier 247,247 W Davis St,Dallas,75208,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Studio Movie Grill - North Arlington,Studio Movie Grill,,W,1,No,,N,9,CO3,0.25,AD,25,"452 LINCOLN SQUARE, ARLINGTON , TX 76011",,No,COD,,MB947590,32053519412,Studio Movie Grill - North Arlington,452 Lincoln Square,Arlington,76011,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Forty Five Ten,None,,W,1,No,,N,6,V2,2,B,20,"1615 Main St, Dallas, TX 75201",,No,Fintech,,Figure out,6969,Forty Five Ten,1615 Main St,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
High & Tight Barbershop,None,,W,1,No,,N,8,V2,2,B,20,"2701 Main St #180, Dallas, TX 75226",,No,COD,,MB921818,32053564939,High & Tight Barbershop,2701 Main St #180,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
PS972,None,,W,1,No,,N,10,CO3,0.25,R,20,"14854 Montfort Ave, Addison, TX 75254",,No,COD,,MB931724,32054519361,PS972,14854 Monfort Ave,Addison,75254,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Jimmy's Food Store,None,,W,1,No,,B,8,V2,2,AD,20,"4901 Bryan St, Dallas, TX 75206",,No,COD,,"	BG649308",17520006135,Jimmy's Food Store,4901 Bryan St,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Mellow Mushroom - Mansfield,Mellow Mushroom,,W,1,No,,N,9.5,V3,1,R,18,"101 S. Main, Mansfield, TX 76063",,Yes,Fintech,Mellow Mushroom - Mansfield,RM834296,32048644085,Mellow Mushroom - Mansfield,101 S. Main,Mansfield,76063,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Grayson Social,None,,W,1,No,,N,6,CO3,0.25,AD,25,"1555 Elm St, Dallas, TX 75201",,No,COD,,IDK,0,Grayson Social,1555 Elm St,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
San Francisco Rose,None,,W,1,No,,N,8,CO1,1,R,25,"3024 GREENVILLE AVENUE, DALLAS, TX 75206",,No,COD,,MB613563,12027708259,San Francisco Rose,3024 Greenville Ave,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Embassy Suites - Love Field,Embassy Suites Hotel,,W,1,No,,N,7,CO2,0.5,AD,20,"3880 W Northwest Hwy, Dallas, TX 75220",7-11am or 2-4pm. Ring doorbell at loading dock. ,No,Fintech,Embassy Suites - Love Field,RM934279,15104564412,Embassy Suites - Love Field,3880 Northwest Hwy,Dallas,75220,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Seven Five Patio Bar,None,,W,1,No,,N,6,V2,2,B,20,"5600 SMU Boulevard #120, Dallas, TX 75206",,No,COD,,COULDNOTFIND,32059517378,Seven Five Patio Bar,5600 SMU Boulevard #120,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Ragin Crab,None,,W,1,No,,N,8,CO3,0.25,R,20,"2100 Greenville Ave, Dallas, TX 75206",,No,COD,,MB929016,32058254684,Ragin Crab,2100 Greenville Ave,Dallas,75206,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Kennys Smokehouse,None,,W,1,No,,N,14,CO3,0.25,R,25,"5760 Legacy Dr #4, Plano, TX 75024
",,Yes,Fintech,Kennys Smokehouse,RM822804,32047240349,Kenny's Smokehouse,5760 Legacy Drive,Plano,75024,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Smoke - Plano,None,,W,1,No,,N,14,CO1,1,R,25,"2408 Preston Rd, Plano, TX 75093",,No,COD,,RM882075,32052752097,Smoke - Plano,2408 Preston Rd,Plano,75093,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Up - Frisco,None,,W,1,No,,N,14,CO3,0.25,R,25,"5285 Ste. 400, Dallas Pkwy, Frisco, TX 75034",,No,COD,,BG970789,32056165262,Up - Frisco,"5285 Ste. 400 , Dallas Pkway",Frisco,75034,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Nikkei,None,,W,1,No,,N,6,CO1,1,R,25,"2404 Cedar Springs Rd, Dallas, TX 75201",,No,Fintech,,MB896744,32052882902,Nikkei,2404 Cedar Springs Rd,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Clutch - Dallas,None,,W,1,No,,N,6,V1,4,B,25,"2520 Cedar Springs Rd, Dallas, TX 75201",,No,COD,,MB910036,32055088838,Clutch - Dallas,2520 Cedar Springs Rd,Dallas,75201,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Sassetta,None,,W,1,No,,N,7,CO1,1,B,25,"1617 Hi Line Dr, Dallas, TX 75207",,No,Fintech,Sassetta,NEED,0,Sassetta,1617 Hi Line Dr,Dallas,75207,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
One Eyed Penguin,None,,W,1,No,,N,7,CO1,1,B,25,"1404 Main St, Dallas, TX 75202",,No,COD,,MB754804,0,One Eyed Penguin,1404 Main St,Dallas,75202,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Hide,None,,W,1,No,,N,8,CO2,0.5,B,20,"2816 Elm St, Dallas, TX 75226",,No,COD,,MB963722,32061573898,Hide,2816 Elm St,Dallas,75226,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
Lorenzo Hotel,None,,W,1,No,,N,8,CO3,0.25,AD,22,"1011 S Akard St, Dallas, TX 75215",Deliver through side door on alarm. Black wall. Ramp. Kitchen door on right. The. Straight back to cooler. ,No,COD,,MB970799,32054003648,Lorenzo Hotel,1011 S Akard St,Dallas,75215,No,Martin House,, $-   , $-   , $-   ,No 2019 Sales
